County Name,Date,Cases,DailyNew
Johnson,2020-05-11,103.0,x
Jones,2020-05-11,95.0,x
Karnes,2020-05-11,3.0,x
Kaufman,2020-05-11,120.0,x
Kendall,2020-05-11,19.0,x
Kenedy,2020-05-11,0.0,x
Kent,2020-05-11,0.0,x
Kerr,2020-05-11,9.0,x
Kimble,2020-05-11,1.0,x
King,2020-05-11,0.0,x
Kinney,2020-05-11,0.0,x
Kleberg,2020-05-11,11.0,x
Knox,2020-05-11,1.0,x
Lamar,2020-05-11,89.0,x
Lamb,2020-05-11,7.0,x
Lampasas,2020-05-11,8.0,x
La Salle,2020-05-11,2.0,x
Lavaca,2020-05-11,6.0,x
Lee,2020-05-11,5.0,x
Leon,2020-05-11,9.0,x
Liberty,2020-05-11,66.0,x
Limestone,2020-05-11,15.0,x
Lipscomb,2020-05-11,2.0,x
Live Oak,2020-05-11,5.0,x
Llano,2020-05-11,3.0,x
Loving,2020-05-11,0.0,x
Lubbock,2020-05-11,592.0,x
Lynn,2020-05-11,5.0,x
McCulloch,2020-05-11,3.0,x
McLennan,2020-05-11,94.0,x
McMullen,2020-05-11,0.0,x
Madison,2020-05-11,3.0,x
Marion,2020-05-11,15.0,x
Martin,2020-05-11,3.0,x
Mason,2020-05-11,28.0,x
Matagorda,2020-05-11,62.0,x
Maverick,2020-05-11,26.0,x
Medina,2020-05-11,32.0,x
Menard,2020-05-11,0.0,x
Midland,2020-05-11,101.0,x
Milam,2020-05-11,20.0,x
Mills,2020-05-11,0.0,x
Mitchell,2020-05-11,1.0,x
Montague,2020-05-11,9.0,x
Montgomery,2020-05-11,699.0,x
Moore,2020-05-11,526.0,x
Morris,2020-05-11,9.0,x
Motley,2020-05-11,1.0,x
Nacogdoches,2020-05-11,211.0,x
Navarro,2020-05-11,36.0,x
Newton,2020-05-11,4.0,x
Nolan,2020-05-11,2.0,x
Nueces,2020-05-11,132.0,x
Ochiltree,2020-05-11,29.0,x
Oldham,2020-05-11,3.0,x
Orange,2020-05-11,85.0,x
Palo Pinto,2020-05-11,9.0,x
Panola,2020-05-11,144.0,x
Parker,2020-05-11,45.0,x
Parmer,2020-05-11,19.0,x
Pecos,2020-05-11,15.0,x
Polk,2020-05-11,35.0,x
Potter,2020-05-11,1124.0,x
Presidio,2020-05-11,0.0,x
Rains,2020-05-11,2.0,x
Randall,2020-05-11,358.0,x
Reagan,2020-05-11,0.0,x
Real,2020-05-11,0.0,x
Red River,2020-05-11,9.0,x
Reeves,2020-05-11,1.0,x
Refugio,2020-05-11,1.0,x
Roberts,2020-05-11,2.0,x
Robertson,2020-05-11,5.0,x
Rockwall,2020-05-11,104.0,x
Runnels,2020-05-11,2.0,x
Rusk,2020-05-11,40.0,x
Sabine,2020-05-11,2.0,x
San Augustine,2020-05-11,21.0,x
San Jacinto,2020-05-11,11.0,x
San Patricio,2020-05-11,22.0,x
San Saba,2020-05-11,0.0,x
Schleicher,2020-05-11,0.0,x
Scurry,2020-05-11,2.0,x
Shackelford,2020-05-11,1.0,x
Shelby,2020-05-11,152.0,x
Sherman,2020-05-11,23.0,x
Smith,2020-05-11,174.0,x
Somervell,2020-05-11,0.0,x
Starr,2020-05-11,14.0,x
Stephens,2020-05-11,1.0,x
Sterling,2020-05-11,0.0,x
Stonewall,2020-05-11,0.0,x
Sutton,2020-05-11,0.0,x
Swisher,2020-05-11,12.0,x
Tarrant,2020-05-11,3695.0,x
Taylor,2020-05-11,208.0,x
Terrell,2020-05-11,0.0,x
Terry,2020-05-11,12.0,x
Throckmorton,2020-05-11,0.0,x
Titus,2020-05-11,35.0,x
Tom Green,2020-05-11,59.0,x
Travis,2020-05-11,2127.0,x
Trinity,2020-05-11,11.0,x
Tyler,2020-05-11,7.0,x
Upshur,2020-05-11,17.0,x
Upton,2020-05-11,0.0,x
Uvalde,2020-05-11,6.0,x
Val Verde,2020-05-11,13.0,x
Van Zandt,2020-05-11,18.0,x
Victoria,2020-05-11,150.0,x
Walker,2020-05-11,342.0,x
Waller,2020-05-11,37.0,x
Ward,2020-05-11,0.0,x
Washington,2020-05-11,164.0,x
Webb,2020-05-11,435.0,x
Wharton,2020-05-11,41.0,x
Wheeler,2020-05-11,14.0,x
Wichita,2020-05-11,75.0,x
Wilbarger,2020-05-11,2.0,x
Willacy,2020-05-11,14.0,x
Williamson,2020-05-11,377.0,x
Wilson,2020-05-11,36.0,x
Winkler,2020-05-11,3.0,x
Wise,2020-05-11,30.0,x
Wood,2020-05-11,14.0,x
Yoakum,2020-05-11,2.0,x
Young,2020-05-11,4.0,x
Zapata,2020-05-11,7.0,x
Zavala,2020-05-11,2.0,x
Total,2020-05-11,39869.0,x
Counties Reporting Cases,2020-05-11,219.0,x
Anderson,2020-05-12,50.0,x
Andrews,2020-05-12,22.0,x
Angelina,2020-05-12,117.0,x
Aransas,2020-05-12,2.0,x
Archer,2020-05-12,0.0,x
Armstrong,2020-05-12,2.0,x
Atascosa,2020-05-12,27.0,x
Austin,2020-05-12,15.0,x
Bailey,2020-05-12,3.0,x
Bandera,2020-05-12,6.0,x
Bastrop,2020-05-12,117.0,x
Baylor,2020-05-12,0.0,x
Bee,2020-05-12,6.0,x
Bell,2020-05-12,223.0,x
Bexar,2020-05-12,1920.0,x
Blanco,2020-05-12,6.0,x
Borden,2020-05-12,0.0,x
Bosque,2020-05-12,6.0,x
Bowie,2020-05-12,80.0,x
Brazoria,2020-05-12,673.0,x
Brazos,2020-05-12,278.0,x
Brewster,2020-05-12,1.0,x
Briscoe,2020-05-12,1.0,x
Brooks,2020-05-12,1.0,x
Brown,2020-05-12,38.0,x
Burleson,2020-05-12,16.0,x
Burnet,2020-05-12,28.0,x
Caldwell,2020-05-12,31.0,x
Calhoun,2020-05-12,36.0,x
Callahan,2020-05-12,6.0,x
Cameron,2020-05-12,527.0,x
Camp,2020-05-12,7.0,x
Carson,2020-05-12,3.0,x
Cass,2020-05-12,17.0,x
Castro,2020-05-12,23.0,x
Chambers,2020-05-12,50.0,x
Cherokee,2020-05-12,23.0,x
Childress,2020-05-12,2.0,x
Clay,2020-05-12,3.0,x
Cochran,2020-05-12,1.0,x
Coke,2020-05-12,1.0,x
Coleman,2020-05-12,2.0,x
Collin,2020-05-12,939.0,x
Collingsworth,2020-05-12,4.0,x
Colorado,2020-05-12,16.0,x
Comal,2020-05-12,65.0,x
Comanche,2020-05-12,3.0,x
Concho,2020-05-12,1.0,x
Cooke,2020-05-12,12.0,x
Coryell,2020-05-12,211.0,x
Cottle,2020-05-12,4.0,x
Crane,2020-05-12,2.0,x
Crockett,2020-05-12,0.0,x
Crosby,2020-05-12,2.0,x
Culberson,2020-05-12,0.0,x
Dallam,2020-05-12,16.0,x
Dallas,2020-05-12,6123.0,x
Dawson,2020-05-12,30.0,x
Deaf Smith,2020-05-12,67.0,x
Delta,2020-05-12,1.0,x
Denton,2020-05-12,946.0,x
DeWitt,2020-05-12,17.0,x
Dickens,2020-05-12,1.0,x
Dimmit,2020-05-12,1.0,x
Donley,2020-05-12,25.0,x
Duval,2020-05-12,5.0,x
Eastland,2020-05-12,3.0,x
Ector,2020-05-12,100.0,x
Edwards,2020-05-12,0.0,x
Ellis,2020-05-12,216.0,x
El Paso,2020-05-12,1348.0,x
Erath,2020-05-12,14.0,x
Falls,2020-05-12,6.0,x
Fannin,2020-05-12,23.0,x
Fayette,2020-05-12,26.0,x
Fisher,2020-05-12,0.0,x
Floyd,2020-05-12,4.0,x
Foard,2020-05-12,0.0,x
Fort Bend,2020-05-12,1404.0,x
Franklin,2020-05-12,3.0,x
Freestone,2020-05-12,7.0,x
Frio,2020-05-12,34.0,x
Gaines,2020-05-12,4.0,x
Galveston,2020-05-12,686.0,x
Garza,2020-05-12,4.0,x
Gillespie,2020-05-12,4.0,x
Glasscock,2020-05-12,1.0,x
Goliad,2020-05-12,7.0,x
Gonzales,2020-05-12,59.0,x
Gray,2020-05-12,76.0,x
Grayson,2020-05-12,105.0,x
Gregg,2020-05-12,132.0,x
Grimes,2020-05-12,42.0,x
Guadalupe,2020-05-12,99.0,x
Hale,2020-05-12,39.0,x
Hall,2020-05-12,0.0,x
Hamilton,2020-05-12,7.0,x
Hansford,2020-05-12,13.0,x
Hardeman,2020-05-12,0.0,x
Hardin,2020-05-12,115.0,x
Harris,2020-05-12,8176.0,x
Harrison,2020-05-12,189.0,x
Hartley,2020-05-12,9.0,x
Haskell,2020-05-12,0.0,x
Hays,2020-05-12,203.0,x
Hemphill,2020-05-12,1.0,x
Henderson,2020-05-12,46.0,x
Hidalgo,2020-05-12,394.0,x
Hill,2020-05-12,21.0,x
Hockley,2020-05-12,20.0,x
Hood,2020-05-12,21.0,x
Hopkins,2020-05-12,8.0,x
Houston,2020-05-12,14.0,x
Howard,2020-05-12,6.0,x
Hudspeth,2020-05-12,0.0,x
Hunt,2020-05-12,58.0,x
Hutchinson,2020-05-12,22.0,x
Irion,2020-05-12,0.0,x
Jack,2020-05-12,4.0,x
Jackson,2020-05-12,15.0,x
Jasper,2020-05-12,19.0,x
Jeff Davis,2020-05-12,0.0,x
Jefferson,2020-05-12,385.0,x
Jim Hogg,2020-05-12,3.0,x
Jim Wells,2020-05-12,7.0,x
Johnson,2020-05-12,107.0,x
Jones,2020-05-12,96.0,x
Karnes,2020-05-12,3.0,x
Kaufman,2020-05-12,127.0,x
Kendall,2020-05-12,20.0,x
Kenedy,2020-05-12,0.0,x
Kent,2020-05-12,0.0,x
Kerr,2020-05-12,9.0,x
Kimble,2020-05-12,1.0,x
King,2020-05-12,0.0,x
Kinney,2020-05-12,0.0,x
Kleberg,2020-05-12,11.0,x
Knox,2020-05-12,1.0,x
Lamar,2020-05-12,96.0,x
Lamb,2020-05-12,8.0,x
Lampasas,2020-05-12,8.0,x
La Salle,2020-05-12,2.0,x
Lavaca,2020-05-12,6.0,x
Lee,2020-05-12,6.0,x
Leon,2020-05-12,9.0,x
Liberty,2020-05-12,70.0,x
Limestone,2020-05-12,15.0,x
Lipscomb,2020-05-12,2.0,x
Live Oak,2020-05-12,5.0,x
Llano,2020-05-12,3.0,x
Loving,2020-05-12,0.0,x
Lubbock,2020-05-12,598.0,x
Lynn,2020-05-12,5.0,x
McCulloch,2020-05-12,3.0,x
McLennan,2020-05-12,94.0,x
McMullen,2020-05-12,0.0,x
Madison,2020-05-12,2.0,x
Marion,2020-05-12,15.0,x
Martin,2020-05-12,3.0,x
Mason,2020-05-12,28.0,x
Matagorda,2020-05-12,62.0,x
Maverick,2020-05-12,41.0,x
Medina,2020-05-12,38.0,x
Menard,2020-05-12,0.0,x
Midland,2020-05-12,107.0,x
Milam,2020-05-12,20.0,x
Mills,2020-05-12,1.0,x
Mitchell,2020-05-12,1.0,x
Montague,2020-05-12,9.0,x
Montgomery,2020-05-12,724.0,x
Moore,2020-05-12,535.0,x
Morris,2020-05-12,9.0,x
Motley,2020-05-12,1.0,x
Nacogdoches,2020-05-12,221.0,x
Navarro,2020-05-12,36.0,x
Newton,2020-05-12,4.0,x
Nolan,2020-05-12,2.0,x
Nueces,2020-05-12,147.0,x
Ochiltree,2020-05-12,29.0,x
Oldham,2020-05-12,3.0,x
Orange,2020-05-12,85.0,x
Palo Pinto,2020-05-12,9.0,x
Panola,2020-05-12,149.0,x
Parker,2020-05-12,45.0,x
Parmer,2020-05-12,21.0,x
Pecos,2020-05-12,19.0,x
Polk,2020-05-12,40.0,x
Potter,2020-05-12,1179.0,x
Presidio,2020-05-12,0.0,x
Rains,2020-05-12,2.0,x
Randall,2020-05-12,379.0,x
Reagan,2020-05-12,0.0,x
Real,2020-05-12,0.0,x
Red River,2020-05-12,27.0,x
Reeves,2020-05-12,1.0,x
Refugio,2020-05-12,2.0,x
Roberts,2020-05-12,2.0,x
Robertson,2020-05-12,5.0,x
Rockwall,2020-05-12,113.0,x
Runnels,2020-05-12,2.0,x
Rusk,2020-05-12,40.0,x
Sabine,2020-05-12,3.0,x
San Augustine,2020-05-12,22.0,x
San Jacinto,2020-05-12,11.0,x
San Patricio,2020-05-12,22.0,x
San Saba,2020-05-12,0.0,x
Schleicher,2020-05-12,0.0,x
Scurry,2020-05-12,2.0,x
Shackelford,2020-05-12,1.0,x
Shelby,2020-05-12,158.0,x
Sherman,2020-05-12,23.0,x
Smith,2020-05-12,177.0,x
Somervell,2020-05-12,0.0,x
Starr,2020-05-12,14.0,x
Stephens,2020-05-12,1.0,x
Sterling,2020-05-12,0.0,x
Stonewall,2020-05-12,0.0,x
Sutton,2020-05-12,0.0,x
Swisher,2020-05-12,13.0,x
Tarrant,2020-05-12,3745.0,x
Taylor,2020-05-12,210.0,x
Terrell,2020-05-12,0.0,x
Terry,2020-05-12,12.0,x
Throckmorton,2020-05-12,0.0,x
Titus,2020-05-12,37.0,x
Tom Green,2020-05-12,59.0,x
Travis,2020-05-12,2171.0,x
Trinity,2020-05-12,11.0,x
Tyler,2020-05-12,7.0,x
Upshur,2020-05-12,17.0,x
Upton,2020-05-12,0.0,x
Uvalde,2020-05-12,6.0,x
Val Verde,2020-05-12,13.0,x
Van Zandt,2020-05-12,18.0,x
Victoria,2020-05-12,150.0,x
Walker,2020-05-12,342.0,x
Waller,2020-05-12,38.0,x
Ward,2020-05-12,0.0,x
Washington,2020-05-12,170.0,x
Webb,2020-05-12,437.0,x
Wharton,2020-05-12,42.0,x
Wheeler,2020-05-12,14.0,x
Wichita,2020-05-12,75.0,x
Wilbarger,2020-05-12,2.0,x
Willacy,2020-05-12,14.0,x
Williamson,2020-05-12,380.0,x
Wilson,2020-05-12,36.0,x
Winkler,2020-05-12,3.0,x
Wise,2020-05-12,31.0,x
Wood,2020-05-12,15.0,x
Yoakum,2020-05-12,2.0,x
Young,2020-05-12,4.0,x
Zapata,2020-05-12,7.0,x
Zavala,2020-05-12,7.0,x
Total,2020-05-12,41048.0,x
Counties Reporting Cases,2020-05-12,220.0,x
Anderson,2020-05-13,50.0,x
Andrews,2020-05-13,22.0,x
Angelina,2020-05-13,117.0,x
Aransas,2020-05-13,2.0,x
Archer,2020-05-13,0.0,x
Armstrong,2020-05-13,2.0,x
Atascosa,2020-05-13,27.0,x
Austin,2020-05-13,15.0,x
Bailey,2020-05-13,3.0,x
Bandera,2020-05-13,6.0,x
Bastrop,2020-05-13,120.0,x
Baylor,2020-05-13,0.0,x
Bee,2020-05-13,6.0,x
Bell,2020-05-13,231.0,x
Bexar,2020-05-13,1942.0,x
Blanco,2020-05-13,6.0,x
Borden,2020-05-13,0.0,x
Bosque,2020-05-13,6.0,x
Bowie,2020-05-13,82.0,x
Brazoria,2020-05-13,686.0,x
Brazos,2020-05-13,287.0,x
Brewster,2020-05-13,1.0,x
Briscoe,2020-05-13,1.0,x
Brooks,2020-05-13,1.0,x
Brown,2020-05-13,51.0,x
Burleson,2020-05-13,16.0,x
Burnet,2020-05-13,28.0,x
Caldwell,2020-05-13,33.0,x
Calhoun,2020-05-13,36.0,x
Callahan,2020-05-13,7.0,x
Cameron,2020-05-13,544.0,x
Camp,2020-05-13,11.0,x
Carson,2020-05-13,3.0,x
Cass,2020-05-13,17.0,x
Castro,2020-05-13,24.0,x
Chambers,2020-05-13,50.0,x
Cherokee,2020-05-13,27.0,x
Childress,2020-05-13,2.0,x
Clay,2020-05-13,3.0,x
Cochran,2020-05-13,1.0,x
Coke,2020-05-13,1.0,x
Coleman,2020-05-13,2.0,x
Collin,2020-05-13,963.0,x
Collingsworth,2020-05-13,4.0,x
Colorado,2020-05-13,18.0,x
Comal,2020-05-13,68.0,x
Comanche,2020-05-13,3.0,x
Concho,2020-05-13,1.0,x
Cooke,2020-05-13,13.0,x
Coryell,2020-05-13,217.0,x
Cottle,2020-05-13,4.0,x
Crane,2020-05-13,2.0,x
Crockett,2020-05-13,0.0,x
Crosby,2020-05-13,2.0,x
Culberson,2020-05-13,0.0,x
Dallam,2020-05-13,17.0,x
Dallas,2020-05-13,6359.0,x
Dawson,2020-05-13,32.0,x
Deaf Smith,2020-05-13,92.0,x
Delta,2020-05-13,1.0,x
Denton,2020-05-13,968.0,x
DeWitt,2020-05-13,17.0,x
Dickens,2020-05-13,1.0,x
Dimmit,2020-05-13,1.0,x
Donley,2020-05-13,25.0,x
Duval,2020-05-13,5.0,x
Eastland,2020-05-13,3.0,x
Ector,2020-05-13,100.0,x
Edwards,2020-05-13,0.0,x
Ellis,2020-05-13,221.0,x
El Paso,2020-05-13,1413.0,x
Erath,2020-05-13,14.0,x
Falls,2020-05-13,6.0,x
Fannin,2020-05-13,24.0,x
Fayette,2020-05-13,26.0,x
Fisher,2020-05-13,0.0,x
Floyd,2020-05-13,4.0,x
Foard,2020-05-13,0.0,x
Fort Bend,2020-05-13,1404.0,x
Franklin,2020-05-13,3.0,x
Freestone,2020-05-13,7.0,x
Frio,2020-05-13,34.0,x
Gaines,2020-05-13,4.0,x
Galveston,2020-05-13,688.0,x
Garza,2020-05-13,4.0,x
Gillespie,2020-05-13,4.0,x
Glasscock,2020-05-13,1.0,x
Goliad,2020-05-13,7.0,x
Gonzales,2020-05-13,62.0,x
Gray,2020-05-13,77.0,x
Grayson,2020-05-13,112.0,x
Gregg,2020-05-13,136.0,x
Grimes,2020-05-13,54.0,x
Guadalupe,2020-05-13,99.0,x
Hale,2020-05-13,40.0,x
Hall,2020-05-13,0.0,x
Hamilton,2020-05-13,6.0,x
Hansford,2020-05-13,13.0,x
Hardeman,2020-05-13,0.0,x
Hardin,2020-05-13,115.0,x
Harris,2020-05-13,8416.0,x
Harrison,2020-05-13,192.0,x
Hartley,2020-05-13,9.0,x
Haskell,2020-05-13,0.0,x
Hays,2020-05-13,214.0,x
Hemphill,2020-05-13,1.0,x
Henderson,2020-05-13,47.0,x
Hidalgo,2020-05-13,403.0,x
Hill,2020-05-13,21.0,x
Hockley,2020-05-13,23.0,x
Hood,2020-05-13,22.0,x
Hopkins,2020-05-13,8.0,x
Houston,2020-05-13,21.0,x
Howard,2020-05-13,6.0,x
Hudspeth,2020-05-13,0.0,x
Hunt,2020-05-13,58.0,x
Hutchinson,2020-05-13,25.0,x
Irion,2020-05-13,0.0,x
Jack,2020-05-13,4.0,x
Jackson,2020-05-13,15.0,x
Jasper,2020-05-13,19.0,x
Jeff Davis,2020-05-13,0.0,x
Jefferson,2020-05-13,399.0,x
Jim Hogg,2020-05-13,3.0,x
Jim Wells,2020-05-13,7.0,x
Johnson,2020-05-13,110.0,x
Jones,2020-05-13,101.0,x
Karnes,2020-05-13,4.0,x
Kaufman,2020-05-13,133.0,x
Kendall,2020-05-13,20.0,x
Kenedy,2020-05-13,0.0,x
Kent,2020-05-13,0.0,x
Kerr,2020-05-13,9.0,x
Kimble,2020-05-13,1.0,x
King,2020-05-13,0.0,x
Kinney,2020-05-13,0.0,x
Kleberg,2020-05-13,11.0,x
Knox,2020-05-13,1.0,x
Lamar,2020-05-13,104.0,x
Lamb,2020-05-13,8.0,x
Lampasas,2020-05-13,8.0,x
La Salle,2020-05-13,3.0,x
Lavaca,2020-05-13,7.0,x
Lee,2020-05-13,6.0,x
Leon,2020-05-13,9.0,x
Liberty,2020-05-13,72.0,x
Limestone,2020-05-13,15.0,x
Lipscomb,2020-05-13,2.0,x
Live Oak,2020-05-13,5.0,x
Llano,2020-05-13,3.0,x
Loving,2020-05-13,0.0,x
Lubbock,2020-05-13,605.0,x
Lynn,2020-05-13,5.0,x
McCulloch,2020-05-13,3.0,x
McLennan,2020-05-13,96.0,x
McMullen,2020-05-13,0.0,x
Madison,2020-05-13,2.0,x
Marion,2020-05-13,15.0,x
Martin,2020-05-13,3.0,x
Mason,2020-05-13,28.0,x
Matagorda,2020-05-13,62.0,x
Maverick,2020-05-13,41.0,x
Medina,2020-05-13,45.0,x
Menard,2020-05-13,0.0,x
Midland,2020-05-13,112.0,x
Milam,2020-05-13,20.0,x
Mills,2020-05-13,0.0,x
Mitchell,2020-05-13,1.0,x
Montague,2020-05-13,9.0,x
Montgomery,2020-05-13,742.0,x
Moore,2020-05-13,521.0,x
Morris,2020-05-13,9.0,x
Motley,2020-05-13,1.0,x
Nacogdoches,2020-05-13,224.0,x
Navarro,2020-05-13,37.0,x
Newton,2020-05-13,4.0,x
Nolan,2020-05-13,2.0,x
Nueces,2020-05-13,174.0,x
Ochiltree,2020-05-13,40.0,x
Oldham,2020-05-13,3.0,x
Orange,2020-05-13,84.0,x
Palo Pinto,2020-05-13,9.0,x
Panola,2020-05-13,149.0,x
Parker,2020-05-13,47.0,x
Parmer,2020-05-13,22.0,x
Pecos,2020-05-13,20.0,x
Polk,2020-05-13,40.0,x
Potter,2020-05-13,1327.0,x
Presidio,2020-05-13,0.0,x
Rains,2020-05-13,2.0,x
Randall,2020-05-13,413.0,x
Reagan,2020-05-13,0.0,x
Real,2020-05-13,0.0,x
Red River,2020-05-13,28.0,x
Reeves,2020-05-13,1.0,x
Refugio,2020-05-13,3.0,x
Roberts,2020-05-13,2.0,x
Robertson,2020-05-13,6.0,x
Rockwall,2020-05-13,116.0,x
Runnels,2020-05-13,2.0,x
Rusk,2020-05-13,40.0,x
Sabine,2020-05-13,3.0,x
San Augustine,2020-05-13,22.0,x
San Jacinto,2020-05-13,11.0,x
San Patricio,2020-05-13,22.0,x
San Saba,2020-05-13,0.0,x
Schleicher,2020-05-13,0.0,x
Scurry,2020-05-13,2.0,x
Shackelford,2020-05-13,1.0,x
Shelby,2020-05-13,163.0,x
Sherman,2020-05-13,23.0,x
Smith,2020-05-13,185.0,x
Somervell,2020-05-13,0.0,x
Starr,2020-05-13,14.0,x
Stephens,2020-05-13,2.0,x
Sterling,2020-05-13,0.0,x
Stonewall,2020-05-13,0.0,x
Sutton,2020-05-13,0.0,x
Swisher,2020-05-13,13.0,x
Tarrant,2020-05-13,3810.0,x
Taylor,2020-05-13,213.0,x
Terrell,2020-05-13,0.0,x
Terry,2020-05-13,12.0,x
Throckmorton,2020-05-13,0.0,x
Titus,2020-05-13,59.0,x
Tom Green,2020-05-13,59.0,x
Travis,2020-05-13,2235.0,x
Trinity,2020-05-13,11.0,x
Tyler,2020-05-13,7.0,x
Upshur,2020-05-13,17.0,x
Upton,2020-05-13,0.0,x
Uvalde,2020-05-13,6.0,x
Val Verde,2020-05-13,13.0,x
Van Zandt,2020-05-13,22.0,x
Victoria,2020-05-13,150.0,x
Walker,2020-05-13,393.0,x
Waller,2020-05-13,37.0,x
Ward,2020-05-13,0.0,x
Washington,2020-05-13,175.0,x
Webb,2020-05-13,444.0,x
Wharton,2020-05-13,42.0,x
Wheeler,2020-05-13,14.0,x
Wichita,2020-05-13,76.0,x
Wilbarger,2020-05-13,2.0,x
Willacy,2020-05-13,14.0,x
Williamson,2020-05-13,397.0,x
Wilson,2020-05-13,36.0,x
Winkler,2020-05-13,3.0,x
Wise,2020-05-13,35.0,x
Wood,2020-05-13,15.0,x
Yoakum,2020-05-13,2.0,x
Young,2020-05-13,4.0,x
Zapata,2020-05-13,7.0,x
Zavala,2020-05-13,9.0,x
Total,2020-05-13,42403.0,x
Counties Reporting Cases,2020-05-13,219.0,x
Anderson,2020-05-14,51.0,x
Andrews,2020-05-14,22.0,x
Angelina,2020-05-14,119.0,x
Aransas,2020-05-14,3.0,x
Archer,2020-05-14,0.0,x
Armstrong,2020-05-14,2.0,x
Atascosa,2020-05-14,27.0,x
Austin,2020-05-14,16.0,x
Bailey,2020-05-14,3.0,x
Bandera,2020-05-14,6.0,x
Bastrop,2020-05-14,125.0,x
Baylor,2020-05-14,0.0,x
Bee,2020-05-14,6.0,x
Bell,2020-05-14,237.0,x
Bexar,2020-05-14,1976.0,x
Blanco,2020-05-14,6.0,x
Borden,2020-05-14,0.0,x
Bosque,2020-05-14,6.0,x
Bowie,2020-05-14,120.0,x
Brazoria,2020-05-14,710.0,x
Brazos,2020-05-14,301.0,x
Brewster,2020-05-14,1.0,x
Briscoe,2020-05-14,1.0,x
Brooks,2020-05-14,1.0,x
Brown,2020-05-14,51.0,x
Burleson,2020-05-14,17.0,x
Burnet,2020-05-14,28.0,x
Caldwell,2020-05-14,33.0,x
Calhoun,2020-05-14,36.0,x
Callahan,2020-05-14,8.0,x
Cameron,2020-05-14,569.0,x
Camp,2020-05-14,13.0,x
Carson,2020-05-14,3.0,x
Cass,2020-05-14,17.0,x
Castro,2020-05-14,25.0,x
Chambers,2020-05-14,50.0,x
Cherokee,2020-05-14,27.0,x
Childress,2020-05-14,2.0,x
Clay,2020-05-14,3.0,x
Cochran,2020-05-14,1.0,x
Coke,2020-05-14,1.0,x
Coleman,2020-05-14,2.0,x
Collin,2020-05-14,978.0,x
Collingsworth,2020-05-14,4.0,x
Colorado,2020-05-14,18.0,x
Comal,2020-05-14,68.0,x
Comanche,2020-05-14,3.0,x
Concho,2020-05-14,1.0,x
Cooke,2020-05-14,13.0,x
Coryell,2020-05-14,220.0,x
Cottle,2020-05-14,4.0,x
Crane,2020-05-14,2.0,x
Crockett,2020-05-14,0.0,x
Crosby,2020-05-14,2.0,x
Culberson,2020-05-14,0.0,x
Dallam,2020-05-14,19.0,x
Dallas,2020-05-14,6602.0,x
Dawson,2020-05-14,32.0,x
Deaf Smith,2020-05-14,93.0,x
Delta,2020-05-14,1.0,x
Denton,2020-05-14,989.0,x
DeWitt,2020-05-14,17.0,x
Dickens,2020-05-14,1.0,x
Dimmit,2020-05-14,1.0,x
Donley,2020-05-14,25.0,x
Duval,2020-05-14,5.0,x
Eastland,2020-05-14,4.0,x
Ector,2020-05-14,102.0,x
Edwards,2020-05-14,0.0,x
Ellis,2020-05-14,236.0,x
El Paso,2020-05-14,1456.0,x
Erath,2020-05-14,15.0,x
Falls,2020-05-14,6.0,x
Fannin,2020-05-14,24.0,x
Fayette,2020-05-14,28.0,x
Fisher,2020-05-14,0.0,x
Floyd,2020-05-14,4.0,x
Foard,2020-05-14,0.0,x
Fort Bend,2020-05-14,1452.0,x
Franklin,2020-05-14,4.0,x
Freestone,2020-05-14,8.0,x
Frio,2020-05-14,34.0,x
Gaines,2020-05-14,4.0,x
Galveston,2020-05-14,691.0,x
Garza,2020-05-14,4.0,x
Gillespie,2020-05-14,4.0,x
Glasscock,2020-05-14,1.0,x
Goliad,2020-05-14,7.0,x
Gonzales,2020-05-14,70.0,x
Gray,2020-05-14,77.0,x
Grayson,2020-05-14,122.0,x
Gregg,2020-05-14,138.0,x
Grimes,2020-05-14,56.0,x
Guadalupe,2020-05-14,101.0,x
Hale,2020-05-14,41.0,x
Hall,2020-05-14,0.0,x
Hamilton,2020-05-14,7.0,x
Hansford,2020-05-14,15.0,x
Hardeman,2020-05-14,0.0,x
Hardin,2020-05-14,116.0,x
Harris,2020-05-14,8621.0,x
Harrison,2020-05-14,195.0,x
Hartley,2020-05-14,9.0,x
Haskell,2020-05-14,0.0,x
Hays,2020-05-14,217.0,x
Hemphill,2020-05-14,1.0,x
Henderson,2020-05-14,47.0,x
Hidalgo,2020-05-14,409.0,x
Hill,2020-05-14,22.0,x
Hockley,2020-05-14,22.0,x
Hood,2020-05-14,22.0,x
Hopkins,2020-05-14,8.0,x
Houston,2020-05-14,71.0,x
Howard,2020-05-14,6.0,x
Hudspeth,2020-05-14,0.0,x
Hunt,2020-05-14,58.0,x
Hutchinson,2020-05-14,25.0,x
Irion,2020-05-14,0.0,x
Jack,2020-05-14,4.0,x
Jackson,2020-05-14,15.0,x
Jasper,2020-05-14,19.0,x
Jeff Davis,2020-05-14,0.0,x
Jefferson,2020-05-14,396.0,x
Jim Hogg,2020-05-14,3.0,x
Jim Wells,2020-05-14,7.0,x
Johnson,2020-05-14,117.0,x
Jones,2020-05-14,110.0,x
Karnes,2020-05-14,4.0,x
Kaufman,2020-05-14,137.0,x
Kendall,2020-05-14,20.0,x
Kenedy,2020-05-14,0.0,x
Kent,2020-05-14,0.0,x
